2018-04-04 10:22:56,510 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'INSERT INTO "django_migrations" ("app", "name", "applied") VALUES (%s, %s, %s)' - PARAMS = (u'auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000'); args=['auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000']
2018-04-04 10:22:57,470 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'INSERT INTO "django_migrations" ("app", "name", "applied") VALUES (%s, %s, %s)' - PARAMS = (u'blog', u'0002_category_index2', u'2018-04-04 02:22:57.468000'); args=['blog', u'0002_category_index2', u'2018-04-04 02:22:57.468000']
2018-04-04 10:22:57,526 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'BEGIN' - PARAMS = (); args=None
2018-04-04 10:22:57,546 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE TABLE "blog_category__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "name" varchar(30) NOT NULL, "index" integer NOT NULL); (params None)
2018-04-04 10:22:57,549 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'CREATE TABLE "blog_category__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "name" varchar(30) NOT NULL, "index" integer NOT NULL)' - PARAMS = (); args=None
2018-04-04 10:22:57,549 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- INSERT INTO "blog_category__new" ("index", "id", "name") SELECT "index", "id", "name" FROM "blog_category"; (params [])
2018-04-04 10:22:57,549 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'INSERT INTO "blog_category__new" ("index", "id", "name") SELECT "index", "id", "name" FROM "blog_category"' - PARAMS = (); args=[]
2018-04-04 10:22:57,551 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- DROP TABLE "blog_category"; (params [])
2018-04-04 10:22:57,552 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'DROP TABLE "blog_category"' - PARAMS = (); args=[]
2018-04-04 10:22:57,552 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- ALTER TABLE "blog_category__new" RENAME TO "blog_category"; (params [])
2018-04-04 10:22:57,552 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'ALTER TABLE "blog_category__new" RENAME TO "blog_category"' - PARAMS = (); args=[]
2018-04-04 10:22:57,625 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = "\n            SELECT name, type FROM sqlite_master\n            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'\n            ORDER BY name" - PARAMS = (); args=None
2018-04-04 10:22:57,625 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'BEGIN' - PARAMS = (); args=None
2018-04-04 10:22:57,628 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'INSERT INTO "django_migrations" ("app", "name", "applied") VALUES (%s, %s, %s)' - PARAMS = (u'blog', u'0003_remove_category_index2', u'2018-04-04 02:22:57.626000'); args=['blog', u'0003_remove_category_index2', u'2018-04-04 02:22:57.626000']
2018-04-04 10:22:57,680 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'BEGIN' - PARAMS = (); args=None
2018-04-04 10:22:57,720 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE TABLE "blog_comment__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "content" text NOT NULL, "article_id" integer NULL REFERENCES "blog_article" ("id"), "pid_id" integer NULL REFERENCES "blog_comment" ("id"), "user_id" integer NULL REFERENCES "blog_user" ("id"), "date_publish" datetime NOT NULL); (params None)
2018-04-04 10:22:57,723 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) QUERY = u'CREATE TABLE "blog_comment__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "content" text NOT NULL, "article_id" integer NULL REFERENCES "blog_article" ("id"), "pid_id" integer NULL REFERENCES "blog_comment" ("id"), "user_id" integer NULL REFERENCES "blog_user" ("id"), "date_publish" datetime NOT NULL)' - PARAMS = (); args=None
2018-04-04 10:22:57,723 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- INSERT INTO "blog_comment__new" ("user_id", "date_publish", "content", "article_id", "id", "pid_id") SELECT "user_id", "date_publish", "content", "article_id", "id", "pid_id" FROM "blog_comment"; (params [])
2018-04-04 10:22:57,723 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'INSERT INTO "blog_comment__new" ("user_id", "date_publish", "content", "article_id", "id", "pid_id") SELECT "user_id", "date_publish", "content", "article_id", "id", "pid_id" FROM "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,724 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- DROP TABLE "blog_comment"; (params [])
2018-04-04 10:22:57,726 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'DROP TABLE "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,726 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- ALTER TABLE "blog_comment__new" RENAME TO "blog_comment"; (params [])
2018-04-04 10:22:57,726 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'ALTER TABLE "blog_comment__new" RENAME TO "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,726 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_a00c1b00" ON "blog_comment" ("article_id"); (params [])
2018-04-04 10:22:57,726 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_a00c1b00" ON "blog_comment" ("article_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,727 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_252a6649" ON "blog_comment" ("pid_id"); (params [])
2018-04-04 10:22:57,727 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_252a6649" ON "blog_comment" ("pid_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,727 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_e8701ad4" ON "blog_comment" ("user_id"); (params [])
2018-04-04 10:22:57,727 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_e8701ad4" ON "blog_comment" ("user_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,825 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = "\n            SELECT name, type FROM sqlite_master\n            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'\n            ORDER BY name" - PARAMS = (); args=None
2018-04-04 10:22:57,825 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'BEGIN' - PARAMS = (); args=None
2018-04-04 10:22:57,828 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'INSERT INTO "django_migrations" ("app", "name", "applied") VALUES (%s, %s, %s)' - PARAMS = (u'blog', u'0004_auto_20150610_1716', u'2018-04-04 02:22:57.826000'); args=['blog', u'0004_auto_20150610_1716', u'2018-04-04 02:22:57.826000']
2018-04-04 10:22:57,888 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'BEGIN' - PARAMS = (); args=None
2018-04-04 10:22:57,928 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE TABLE "blog_comment__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "content" text NOT NULL, "date_publish" datetime NOT NULL, "article_id" integer NULL REFERENCES "blog_article" ("id"), "pid_id" integer NULL REFERENCES "blog_comment" ("id"), "user_id" integer NULL REFERENCES "blog_user" ("id"), "email" varchar(50) NULL); (params None)
2018-04-04 10:22:57,930 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'CREATE TABLE "blog_comment__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "content" text NOT NULL, "date_publish" datetime NOT NULL, "article_id" integer NULL REFERENCES "blog_article" ("id"), "pid_id" integer NULL REFERENCES "blog_comment" ("id"), "user_id" integer NULL REFERENCES "blog_user" ("id"), "email" varchar(50) NULL)' - PARAMS = (); args=None
2018-04-04 10:22:57,931 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- INSERT INTO "blog_comment__new" ("user_id", "date_publish", "email", "content", "article_id", "id", "pid_id") SELECT "user_id", "date_publish", NULL, "content", "article_id", "id", "pid_id" FROM "blog_comment"; (params [])
2018-04-04 10:22:57,933 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'INSERT INTO "blog_comment__new" ("user_id", "date_publish", "email", "content", "article_id", "id", "pid_id") SELECT "user_id", "date_publish", NULL, "content", "article_id", "id", "pid_id" FROM "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,934 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- DROP TABLE "blog_comment"; (params [])
2018-04-04 10:22:57,934 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'DROP TABLE "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,934 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- ALTER TABLE "blog_comment__new" RENAME TO "blog_comment"; (params [])
2018-04-04 10:22:57,936 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'ALTER TABLE "blog_comment__new" RENAME TO "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,936 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_a00c1b00" ON "blog_comment" ("article_id"); (params [])
2018-04-04 10:22:57,936 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_a00c1b00" ON "blog_comment" ("article_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,936 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_252a6649" ON "blog_comment" ("pid_id"); (params [])
2018-04-04 10:22:57,937 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_252a6649" ON "blog_comment" ("pid_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,937 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_e8701ad4" ON "blog_comment" ("user_id"); (params [])
2018-04-04 10:22:57,937 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_e8701ad4" ON "blog_comment" ("user_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,960 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE TABLE "blog_comment__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "content" text NOT NULL, "date_publish" datetime NOT NULL, "article_id" integer NULL REFERENCES "blog_article" ("id"), "pid_id" integer NULL REFERENCES "blog_comment" ("id"), "user_id" integer NULL REFERENCES "blog_user" ("id"), "email" varchar(50) NULL, "url" varchar(100) NULL); (params None)
2018-04-04 10:22:57,961 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE TABLE "blog_comment__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "content" text NOT NULL, "date_publish" datetime NOT NULL, "article_id" integer NULL REFERENCES "blog_article" ("id"), "pid_id" integer NULL REFERENCES "blog_comment" ("id"), "user_id" integer NULL REFERENCES "blog_user" ("id"), "email" varchar(50) NULL, "url" varchar(100) NULL)' - PARAMS = (); args=None
2018-04-04 10:22:57,963 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- INSERT INTO "blog_comment__new" ("user_id", "date_publish", "email", "content", "url", "article_id", "id", "pid_id") SELECT "user_id", "date_publish", "email", "content", NULL, "article_id", "id", "pid_id" FROM "blog_comment"; (params [])
2018-04-04 10:22:57,963 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'INSERT INTO "blog_comment__new" ("user_id", "date_publish", "email", "content", "url", "article_id", "id", "pid_id") SELECT "user_id", "date_publish", "email", "content", NULL, "article_id", "id", "pid_id" FROM "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,963 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- DROP TABLE "blog_comment"; (params [])
2018-04-04 10:22:57,964 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'DROP TABLE "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,964 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- ALTER TABLE "blog_comment__new" RENAME TO "blog_comment"; (params [])
2018-04-04 10:22:57,966 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'ALTER TABLE "blog_comment__new" RENAME TO "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,966 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_a00c1b00" ON "blog_comment" ("article_id"); (params [])
2018-04-04 10:22:57,966 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_a00c1b00" ON "blog_comment" ("article_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,967 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_252a6649" ON "blog_comment" ("pid_id"); (params [])
2018-04-04 10:22:57,967 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_252a6649" ON "blog_comment" ("pid_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,967 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_e8701ad4" ON "blog_comment" ("user_id"); (params [])
2018-04-04 10:22:57,967 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_e8701ad4" ON "blog_comment" ("user_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,989 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE TABLE "blog_comment__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "content" text NOT NULL, "date_publish" datetime NOT NULL, "article_id" integer NULL REFERENCES "blog_article" ("id"), "pid_id" integer NULL REFERENCES "blog_comment" ("id"), "user_id" integer NULL REFERENCES "blog_user" ("id"), "email" varchar(50) NULL, "url" varchar(100) NULL, "username" varchar(30) NULL); (params None)
2018-04-04 10:22:57,990 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE TABLE "blog_comment__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "content" text NOT NULL, "date_publish" datetime NOT NULL, "article_id" integer NULL REFERENCES "blog_article" ("id"), "pid_id" integer NULL REFERENCES "blog_comment" ("id"), "user_id" integer NULL REFERENCES "blog_user" ("id"), "email" varchar(50) NULL, "url" varchar(100) NULL, "username" varchar(30) NULL)' - PARAMS = (); args=None
2018-04-04 10:22:57,990 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- INSERT INTO "blog_comment__new" ("username", "user_id", "date_publish", "email", "content", "url", "article_id", "id", "pid_id") SELECT NULL, "user_id", "date_publish", "email", "content", "url", "article_id", "id", "pid_id" FROM "blog_comment"; (params [])
2018-04-04 10:22:57,990 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'INSERT INTO "blog_comment__new" ("username", "user_id", "date_publish", "email", "content", "url", "article_id", "id", "pid_id") SELECT NULL, "user_id", "date_publish", "email", "content", "url", "article_id", "id", "pid_id" FROM "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,992 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- DROP TABLE "blog_comment"; (params [])
2018-04-04 10:22:57,992 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'DROP TABLE "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,993 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- ALTER TABLE "blog_comment__new" RENAME TO "blog_comment"; (params [])
2018-04-04 10:22:57,993 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'ALTER TABLE "blog_comment__new" RENAME TO "blog_comment"' - PARAMS = (); args=[]
2018-04-04 10:22:57,993 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_a00c1b00" ON "blog_comment" ("article_id"); (params [])
2018-04-04 10:22:57,993 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_a00c1b00" ON "blog_comment" ("article_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,993 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_252a6649" ON "blog_comment" ("pid_id"); (params [])
2018-04-04 10:22:57,993 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE INDEX "blog_comment_252a6649" ON "blog_comment" ("pid_id")' - PARAMS = (); args=[]
2018-04-04 10:22:57,993 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE INDEX "blog_comment_e8701ad4" ON "blog_comment" ("user_id"); (params [])
2018-04-04 10:22:57,994 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'CREATE INDEX "blog_comment_e8701ad4" ON "blog_comment" ("user_id")' - PARAMS = (); args=[]
2018-04-04 10:22:58,016 [MainThread:11264] [django.db.backends.schema:102] [schema:execute] [DEBUG]- CREATE TABLE "blog_user__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "password" varchar(128) NOT NULL, "last_login" datetime NULL, "is_superuser" bool NOT NULL, "username" varchar(30) NOT NULL UNIQUE, "first_name" varchar(30) NOT NULL, "last_name" varchar(30) NOT NULL, "email" varchar(254) NOT NULL, "is_staff" bool NOT NULL, "is_active" bool NOT NULL, "date_joined" datetime NOT NULL, "avatar" varchar(200) NULL, "qq" varchar(20) NULL, "mobile" varchar(11) NULL UNIQUE, "url" varchar(100) NULL); (params None)
2018-04-04 10:22:58,017 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'CREATE TABLE "blog_user__new" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "password" varchar(128) NOT NULL, "last_login" datetime NULL, "is_superuser" bool NOT NULL, "username" varchar(30) NOT NULL UNIQUE, "first_name" varchar(30) NOT NULL, "last_name" varchar(30) NOT NULL, "email" varchar(254) NOT NULL, "is_staff" bool NOT NULL, "is_active" bool NOT NULL, "date_joined" datetime NOT NULL, "avatar" varchar(200) NULL, "qq" varchar(20) NULL, "mobile" varchar(11) NULL UNIQUE, "url" varchar(100) NULL)' - PARAMS = (); args=None
